time(us),speed(um/sec),reference current(mA),current(mA)
3666048,43722,338,208
3668864,44730,333,312
3671744,49968,296,286
3674624,49968,296,260
3677440,51120,288,312
3680320,43722,341,260
3683200,43722,343,312
3686016,51120,291,312
3688896,43722,344,260
3691776,49968,301,364
3694656,49968,301,312
3697472,51120,292,338
3700352,43722,346,260
3703232,49968,302,338
3706048,57510,247,260
3708928,49968,300,286
3711808,49968,300,286
3714624,57510,245,286
3717504,49968,298,260
3720384,56214,253,312
3723200,57510,242,234
3726080,56214,249,234
3728960,56214,247,312
3731840,56214,246,286
3734656,51120,281,234
3737536,49968,289,260
3740416,49968,289,260
3743232,57510,234,286
3746112,49968,287,234
3748992,43722,333,260
3751808,51120,280,364
3754688,56214,243,312
3757568,49968,287,234
3760448,49968,287,286
3763264,51120,278,260
3766144,43722,332,260
3769024,43722,334,312
3771840,44730,328,338
3774720,49968,291,312
3777600,49968,291,312
3780416,44730,329,234
3783296,49968,293,256
3786176,43722,338,312
3788992,51120,286,364
3791872,56214,249,260
3794752,49968,292,286
3797568,57510,238,286
3800448,49968,291,260
3803328,49968,291,260
3806144,57510,236,286
3809024,56214,243,234
3811904,49968,287,286
3814720,51120,279,286
3817600,49968,287,260
3820480,56214,241,234
3823360,56214,239,234
3826176,51120,275,234
3829056,49968,283,286
3831936,49968,283,234
3834752,51120,275,234
3837632,56214,237,260
3840512,49968,281,234
3843328,44730,319,286
3846208,43722,328,312
3849088,49968,284,312
3851904,51120,276,338
3854784,37476,375,256
3857664,49968,287,364
3860544,49968,287,312
3863360,44730,325,286
3866240,37476,379,338
3869120,49968,292,390
3871936,57510,237,260
3874816,43722,335,260
3877696,43722,337,338
3880512,51120,285,338
3883392,49968,293,312
3886272,43722,339,260
3889088,51120,286,234
3891968,56214,249,286
3894848,43722,338,286
3897664,44730,333,256
3900544,56214,251,338
3903424,49968,294,286
3906304,49968,294,312
3909120,51120,286,0
3911808,60264,219,260
3914688,49968,291,234
3917568,49968,291,286
3920384,57510,237,338
3923264,56214,244,260
3926144,56214,242,234
3929024,43722,331,234
3931840,51120,279,312
3934720,43722,333,312
3937600,43722,335,338
3940416,51120,282,338
3943296,49968,291,338
3946176,43722,336,312
3948992,38340,377,338
3951872,49968,295,312
3954752,56214,250,286
3957568,38340,378,260
3960448,49968,297,256
3963328,49968,297,364
3966144,44730,335,312
3969024,37476,389,338
3971904,49968,302,364
3974720,63900,200,286
3977600,43722,343,260
3980480,37476,390,312
3983296,51120,295,390
3986176,56214,257,286
3989056,49968,301,208
3991936,49968,301,286
3994752,57510,246,338
3997632,49968,299,208
4000512,43722,344,338
4003328,57510,246,364
4006208,62460,208,260
4009088,49968,295,260
4011904,44730,333,260
4014784,56214,251,338
4017664,49968,295,286
4020480,57510,240,260
4023360,56214,248,182
4026240,49968,291,208
4029120,49968,291,286
4031936,51120,283,208
4034816,62460,200,312
4037696,49968,288,260
4040512,44730,326,312
4043392,49968,289,338
4046272,49968,289,234
4049088,44730,327,286
4051968,43722,336,338
4054848,56214,247,390
4057664,44730,329,286
4060544,43722,337,312
4063424,49968,294,286
4066240,57510,239,312
4069120,56214,246,208
4072000,43722,335,260
4074816,51120,283,286
4077696,49968,291,260
4080576,49968,291,312
4083456,43722,337,338
4086272,57510,238,286
4089152,49968,291,260
4092032,43722,337,390
4094848,44730,331,338
4097728,56214,249,286
4100608,56214,247,286
4103424,44730,329,0
4106112,46872,315,286
4108992,56214,248,338
4111872,56214,246,182
4114752,43722,335,0
4117440,53568,265,312
4120256,63900,189,234
4123136,49968,287,234
4126016,43722,332,338
4128832,57510,234,338
4131712,56214,241,234
4134592,43722,330,260
4137472,43722,332,312
4140288,57510,234,338
4143168,43722,332,338
4146048,37476,379,364
4148864,51120,283,338
4151744,56214,246,286
4154624,43722,335,260
4157440,38340,376,312
4160320,56214,249,338
4163200,56214,247,286
4166080,43722,336,208
4168896,44730,331,338
4171776,56214,249,312
4174656,49968,292,338
4177472,38340,377,234
4180352,56214,250,312
4183232,62460,203,208
4186048,38340,375,234
4188928,43722,339,312
4191808,56214,250,312
4194688,56214,248,260
4197504,44730,330,312
4200384,49968,293,312
4203264,68706,157,286
4206080,51120,280,182
4208960,37476,379,0
4211648,53568,265,312
4214528,62460,199,286
4217408,49968,287,234
4220224,38340,371,286
4223104,56214,245,390
4225984,56214,243,286
4228800,31950,418,286
4231680,43722,337,312
4234560,62460,202,338
4237376,44730,328,286
4240256,31230,427,338
4243136,43722,342,364
4246016,56214,252,338
4248832,38340,381,234
4251712,37476,390,312
4254592,56214,257,390
4257408,51120,293,256
4260288,31230,437,286
4263168,43722,351,416
4265984,63900,206,312
4268864,49968,304,286
4271744,43722,349,286
4274560,57510,251,364
4277440,56214,258,312
4280320,43722,347,260
4283200,49968,304,260
4286016,63900,202,286
4288896,56214,254,260
4291776,37476,389,286
4294592,44730,340,312
4297472,62460,212,338
4300352,49968,300,312
4303168,44730,338,312
4306048,56214,256,338
4308928,56214,254,256
4311808,37476,388,338
4314624,44730,339,390
4317504,62460,212,286
4320384,43722,344,286
4323200,38340,385,312
4326080,43722,349,364
4328960,56214,260,338
4331776,38340,388,364
4334656,43722,352,364
4337536,49968,309,312
4340352,51120,300,338
4343232,37476,399,234
4346112,37476,403,390
4348928,57510,260,390
4351808,43722,359,260
4354688,37476,406,338
4357568,49968,318,390
4360384,57510,263,338
4363264,37476,407,260
4366144,43722,365,364
4368960,63900,220,256
4371840,56214,272,234
4374720,43722,361,182
4377536,44730,356,286
4380416,62460,228,312
4383296,49968,316,260
4386176,43722,361,312
4388992,57510,263,338
4391872,56214,270,286
4394752,37476,405,208
4397568,51120,309,338
4400448,62460,226,364
4403328,49968,313,260
4406144,44730,352,312
4409024,49968,315,364
4411904,49968,315,338
4414720,44730,353,338
4417600,37476,407,312
4420480,56214,274,442
4423296,63900,217,286
4426176,37476,405,312
4429056,31230,454,416
4431936,43722,368,442
4434752,44730,363,364
4437632,37476,417,338
4440512,43722,375,312
4443328,44730,369,416
4446208,37476,423,416
4449088,37476,427,390
4451904,57510,284,390
4454784,56214,292,338
4457664,43722,381,312
4460480,51120,329,364
4463360,56214,291,364
4466240,43722,381,338
4469120,43722,382,312
4471936,57510,284,297
4474816,56214,291,364
4477696,43722,380,286
4480512,51120,328,364
4483392,56214,291,312
4486272,49968,335,286
4489152,49968,335,260
4491968,63900,233,312
4494848,62460,240,234
4497728,43722,373,234
4500544,51120,321,390
4503424,62460,238,390
4506304,56214,280,208
4509184,49968,324,234
4512000,57510,269,286
4514880,56214,277,260
4517760,49968,320,312
4520576,51120,312,312
4523456,62460,229,286
4526336,56214,271,260
4529216,49968,315,286
4532032,51120,307,312
4534912,49968,315,312
4537792,43722,360,338
4540608,51120,308,338
4543488,49968,316,286
4546368,49968,316,286
4549184,44730,354,338
4552064,56214,272,390
4554944,56214,270,286
4557760,44730,352,312
4560640,49968,316,338
4563520,56214,270,338
4566336,57510,259,286
4569216,43722,357,260
4572096,49968,314,312
4574912,57510,259,338
4577792,56214,266,286
4580672,43722,355,286
4583552,56214,266,338
4586368,57510,255,208
4589248,49968,308,312
4592128,49968,308,338
4594944,63900,207,312
4597824,56214,259,106
4600704,49968,303,234
4603520,57510,248,260
4606400,62460,210,256
4609280,43722,343,260
4612160,37476,390,390
4614976,57510,248,338
4617856,56214,255,286
4620736,37476,390,0
4623424,46872,325,364
4626240,51120,294,286
4629120,43722,348,364
4632000,37476,395,390
4634880,49968,308,256
4637696,57510,253,338
4640576,43722,351,234
4643456,37476,398,286
4646272,51120,302,364
4649152,56214,265,312
4652032,43722,354,286
4654848,44730,349,286
4657728,56214,266,338
4660608,49968,310,312
4663424,44730,348,260
4666304,49968,312,234
4669184,56214,266,364
4672064,49968,310,286
4674880,51120,302,338
4677760,49968,310,312
4680640,56214,264,312
4683456,51120,300,312
4686336,49968,308,312
4689216,56214,262,286
4692032,57510,251,286
4694912,43722,349,156
4697792,49968,306,312
4700608,57510,251,260
4703488,56214,258,234
4706368,43722,347,234
4709248,43722,349,390
4712064,57510,251,390
4714944,49968,303,234
4717824,49968,303,286
4720640,51120,295,312
4723520,49968,303,338
4726400,49968,303,338
4729216,44730,341,260
4732096,56214,259,312
4734976,49968,303,260
4737792,44730,341,286
4740672,43722,350,286
4743552,49968,306,390
4746368,51120,298,338
4749248,49968,306,364
4752128,49968,306,338
4754944,57510,251,312
4757824,49968,304,286
4760704,49968,304,312
4763520,51120,295,260
4766400,56214,258,338
4769280,49968,302,338
4772160,49968,302,286
4774976,51120,293,338
4777856,49968,302,312
4780736,49968,302,338
4783552,57510,247,390
4786432,62460,209,286
4789312,49968,296,208
4792128,51120,288,286
4795008,49968,296,286
4797888,56214,250,234
4800704,57510,239,260
4803584,49968,292,260
4806464,49968,292,312
4809280,51120,284,286
4812160,49968,292,312
4815040,49968,292,286
4817920,56214,247,338
4820736,51120,282,234
4823616,43722,335,256
4826496,43722,337,338
4829312,51120,285,256
4832192,49968,293,338
4835072,43722,339,286
4837888,44730,333,338
4840768,49968,296,390
4843648,49968,296,286
4846464,44730,334,312
4849344,49968,298,256
4852224,56214,252,312
4855040,44730,334,312
4857920,49968,297,364
4860800,49968,297,312
4863616,51120,289,286
4866496,49968,297,312
4869376,56214,252,286
4872192,51120,287,260
4875072,49968,295,312
4877952,56214,250,312
4880832,62460,203,130
4883648,44730,328,182
4886528,49968,291,286
4889408,56214,246,312
4892224,57510,235,286
4895104,49968,288,312
4897984,43722,333,260
4900800,57510,235,312
4903680,49968,287,208
4906560,49968,287,256
4909440,49968,288,260
4912256,51120,279,338
4915136,49968,287,364
4918016,37476,378,260
4920832,51120,282,364
4923712,62460,199,208
4926592,43722,332,234
4929408,51120,280,286
4932288,49968,288,312
4935168,56214,243,286
4937984,38340,371,256
4940864,49968,290,286
4943744,62460,199,312
4946624,49968,286,260
4949440,44730,324,312
4952320,49968,288,364
4955136,57510,233,286
4958016,49968,286,208
4960896,49968,286,182
4963776,56214,240,260
4966592,51120,276,234
4969472,49968,284,312
4972352,49968,284,312
4975168,57510,229,286
4978048,56214,236,286
4980928,43722,326,234
4983744,51120,274,312
4986624,56214,236,312
4989504,43722,325,286
4992384,49968,282,312
4995200,57510,227,260
4998080,49968,280,260
5000960,43722,325,260
5003776,38340,366,286
5006656,49968,284,364
5009536,43722,330,338
5012352,38340,371,260
5015232,43722,335,260
5018112,43722,336,338
5020928,51120,284,312
5023808,43722,338,312
5026688,43722,339,256
5029504,57510,241,364
5032384,49968,294,260
5035264,43722,339,338
5038080,44730,334,312
5040960,49968,297,260
5043840,43722,342,312
5046656,51120,290,338
5049536,49968,298,338
5052416,43722,344,312
5055232,44730,338,312
5058112,56214,256,338
5060992,56214,254,286
5063872,49968,298,208
5066688,51120,290,312
5069568,49968,298,260
5072448,49968,298,260
5075264,51120,289,286
5078144,62460,207,286
5081024,56214,249,286
5083840,44730,330,260
5086720,43722,339,260
5089600,62460,205,312
5092480,49968,292,156
5095296,44730,330,234
5098176,49968,294,312
5100992,51120,285,338
5103872,43722,339,286
5106752,43722,340,286
5109632,49968,297,286
5112448,51120,288,312
5115328,37476,387,312
5118208,49968,300,310
5121024,63900,199,338
5123904,49968,296,312
5126784,43722,341,260
5129600,57510,243,286
5132480,49968,296,234
5135360,43722,341,234
5138176,51120,289,364
5141056,49968,297,312
5143936,49968,297,256
5146752,44730,335,234
5149632,49968,299,286
5152512,56214,253,364
5155328,51120,289,234
5158208,49968,297,312
5161088,49968,297,312
5163904,57510,242,260
5166784,49968,295,286
5169664,49968,295,286
5172480,51120,286,286
5175360,56214,249,338
5178240,56214,247,260
5181120,43722,336,312
5183936,51120,284,286
5186816,49968,292,364
5189696,49968,292,260
5192512,44730,330,338
5195392,43722,339,286
5198272,49968,296,390
5201088,51120,287,208
5203968,43722,341,364
5206848,43722,342,364
5209664,44730,337,390
5212544,43722,345,338
5215424,43722,347,364
5218240,51120,295,338
5221120,43722,349,234
5224000,37476,396,312
5226880,49968,308,364
5229696,57510,253,364
5232576,43722,352,234
5235456,49968,308,364
5238272,51120,300,286
5241152,49968,308,260
5244032,49968,308,256
5246848,57510,253,260
5249728,56214,260,312
5252608,43722,349,234
5255424,44730,344,312
5258304,56214,262,312
5261184,56214,260,312
5264064,49968,304,312
5266880,51120,295,260
5269760,49968,303,286
5272640,56214,258,286
5275456,51120,293,208
5278336,56214,256,286
5281216,56214,254,286
5284096,43722,344,260
5286912,51120,291,364
5289792,49968,300,286
5292672,49968,300,260
5295488,44730,338,256
5298368,49968,301,312
5301248,49968,301,364
5304064,38340,385,312
5306944,43722,349,364
5309824,56214,260,364
5312640,51120,296,260
5315520,49968,304,286
5318400,49968,304,286
5321216,51120,295,312
5324096,49968,303,338
5326976,49968,303,338
5329792,63900,202,260
5332672,49968,300,234
5335552,49968,300,286
5338368,51120,291,286
5341248,56214,254,286
5344128,49968,298,286
5346944,51120,290,286
5349824,62460,207,286
5352704,49968,294,208
5355584,43722,340,286
5358400,57510,241,364
5361280,62460,203,234
5364160,56214,245,234
5366976,44730,327,106
5369856,49968,290,260
5372736,49968,290,286
5375552,51120,282,260
5378432,56214,245,286
5381312,49968,288,260
5384192,43722,334,286
5387008,44730,328,312
5389888,49968,291,312
5392768,49968,291,312
5395584,44730,329,286
5398464,43722,338,312
5401344,49968,295,364
5404160,51120,286,338
5407040,49968,294,260
5409920,56214,249,338
5412736,57510,238,260
5415616,43722,336,234
5418496,56214,247,312
5421312,57510,236,286
5424192,49968,289,234
5427072,56214,243,260
5429952,62460,196,208
5432768,51120,275,312
5435648,43722,329,286
5438528,56214,240,364
5441344,63900,182,208
5444224,49968,280,208
5447104,49968,280,286
5449920,51120,271,286
5452800,56214,234,286
5455680,43722,323,312
5458560,49968,279,260
5461376,57510,225,286
5464256,56214,232,286
5467136,43722,321,234
5469952,57510,223,286
5472832,49968,275,256
5475712,49968,275,312
5478528,57510,221,260
5481408,56214,228,182
5484288,43722,317,234
5487168,43722,319,260
5489984,51120,267,338
5492864,49968,275,312
5495744,43722,320,260
5498560,51120,268,260
5501440,49968,276,182
5504320,43722,322,234
5507136,51120,270,312
5510016,56214,232,260
5512896,49968,276,208
5515712,51120,268,286
5518592,49968,276,234
5521472,56214,230,234
5524352,49968,274,234
5527168,51120,266,260
5530048,49968,274,286
5532928,49968,274,312
5535744,51120,265,234
5538624,56214,228,260
5541504,49968,272,208
5544320,51120,263,286
5547200,56214,226,234
5550080,49968,270,234
5552896,51120,261,234
5555776,49968,270,208
5558656,49968,270,286
5561472,51120,261,260
5564352,56214,224,312
5567232,49968,268,208
5570112,56214,222,286
5572928,44730,304,182
5575808,49968,267,286
5578688,56214,222,260
5581504,51120,257,182
5584384,37476,356,286
5587264,43722,314,338
5590080,57510,216,260
5592960,49968,268,208
5595840,37476,359,286
5598656,44730,310,364
5601536,49968,273,338
5604416,43722,319,286
5607232,44730,313,312
5610112,56214,231,286
5612992,49968,275,260
5615872,43722,320,286
5618688,51120,268,286
5621568,49968,276,260
5624448,56214,231,312
5627264,57510,220,234
5630144,49968,272,0
5632832,53568,246,260
5635712,56214,226,208
5638528,44730,308,234
5641408,49968,271,338
5644288,56214,226,286
5647104,51120,261,312
5649984,43722,315,286
5652864,49968,271,234
5655744,56214,226,234
5658560,63900,168,260
5661440,49968,266,182
5664320,49968,266,260
5667136,44730,304,260
5670016,43722,312,260
5672896,49968,269,312
5675712,57510,214,234
5678592,43722,312,208
5681472,43722,314,260
5684288,51120,262,286
5687168,49968,270,234
5690048,43722,315,286
5692864,51120,263,338
5695744,49968,271,260
5698624,49968,271,286
5701440,44730,309,286
5704320,49968,273,364
5707200,49968,273,286
5710016,51120,264,234
5712896,49968,272,260
5715776,49968,272,286
5718592,51120,264,234
5721472,49968,272,286
5724352,43722,318,312
5727168,57510,219,286
5730048,56214,226,0
5732736,46872,293,208
5735616,49968,271,286
5738496,49968,271,286
5741312,57510,216,260
5744192,56214,224,234
5747072,43722,313,234
5749888,51120,261,364
5752768,49968,269,286
5755648,49968,269,234
5758464,51120,260,312
5761344,43722,314,260
5764224,49968,270,338
5767040,44730,308,286
5769920,37476,362,234
5772800,43722,320,338
5775616,44730,315,256
5778496,31230,414,416
5781376,37476,374,364
5784192,44730,324,416
5787072,43722,333,338
5789952,31230,426,286
5792768,44730,333,416
5795648,43722,341,260
5798528,49968,298,390
5801344,38340,382,312
5804224,43722,346,390
5807104,43722,348,364
5809920,51120,296,312
5812800,49968,304,312
5815680,43722,349,364
5818560,49968,306,338
5821376,51120,297,390
5824256,49968,305,338
5827136,49968,305,312
5829952,63900,204,234
5832832,49968,302,234
5835712,49968,302,312
5838528,57510,247,312
5841408,56214,254,312
5844288,49968,298,286
5847104,51120,290,260
5849984,56214,252,286
5852864,49968,296,208
5855680,51120,288,286
5858560,56214,250,364
5861440,49968,294,364
5864320,43722,340,260
