time(s),reference current(A),current(A),cart position(m),pendulum angle(rad),target(m)
1.930816,0.781,0.579,0.099648,0.001570796325,0.1372
1.93632,0.485,0.812,0.100314,-0.001570796325,0.1376
1.94208,0.201,0.516,0.101232,0.0,0.138
1.94752,-0.071,0.199,0.10206,-0.0023561944875,0.1384
1.953344,-0.619,-0.054,0.103032,-0.00314159265,0.1388
1.959232,-0.346,-0.645,0.10386,-0.0054977871375,0.1392
1.965184,0.053,-0.328,0.104436,-0.0039269908125,0.1396
1.971008,0.695,0.072,0.104832,-0.004712388975,0.14
1.976704,1.295,0.727,0.105156,-0.00314159265,0.1404
1.982656,1.0,1.424,0.105624,-0.0023561944875,0.1408
1.988608,0.596,0.981,0.106416,-0.00314159265,0.1412
1.994432,0.24,0.685,0.107352,-0.0054977871375,0.1416
2.000192,-0.358,0.241,0.108504,-0.0054977871375,0.142
2.00608,-0.938,-0.307,0.109512,-0.007853981625,0.1424
2.012096,-0.616,-1.004,0.11043,-0.00942477795,0.1428
2.018112,-0.166,-0.645,0.110862,-0.0086393797875,0.1432
2.024128,0.22,-0.138,0.111096,-0.0086393797875,0.1436
2.030016,0.869,0.199,0.11115,-0.0070685834625,0.144
2.03584,0.649,0.917,0.111204,-0.0062831853,0.1444
2.0416,0.357,0.664,0.111528,-0.0039269908125,0.1448
2.047424,0.051,0.368,0.111834,-0.0054977871375,0.1452
2.05312,-0.186,0.072,0.112284,-0.0054977871375,0.1456
2.058944,0.096,-0.201,0.112608,-0.004712388975,0.146
2.064768,0.413,0.157,0.112824,-0.004712388975,0.1464
2.070528,0.695,0.431,0.113022,-0.00314159265,0.1468
2.076352,0.446,0.727,0.113166,-0.0023561944875,0.1472
2.082176,0.161,0.474,0.113508,-0.001570796325,0.1476
2.087872,-0.103,0.157,0.113796,-0.0023561944875,0.148
2.09376,0.176,-0.117,0.11421,-0.001570796325,0.1484
2.099584,0.482,0.114,0.114444,-0.001570796325,0.1488
2.10528,0.766,0.474,0.114732,0.0,0.1492
2.11072,0.516,0.896,0.115056,-0.0007853981625,0.1496
2.11648,0.207,0.579,0.115452,0.0,0.15
2.12192,-0.057,0.22,0.11601,-0.0007853981625,0.1504
2.127616,-0.285,-0.117,0.116514,-0.001570796325,0.1508
2.133504,0.02,-0.265,0.116982,-0.001570796325,0.1512
2.1392,0.349,0.051,0.11727,-0.0007853981625,0.1516
2.144832,0.633,0.305,0.11745,0.0,0.152
2.150272,1.167,0.685,0.117702,0.0007853981625,0.1524
2.156032,0.899,1.171,0.118008,0.0023561944875,0.1528
2.161792,0.542,0.981,0.118656,0.001570796325,0.1532
2.167424,0.204,0.622,0.11943,0.0,0.1536
2.172864,-0.359,0.178,0.120294,-0.0007853981625,0.154
2.178688,-0.114,-0.371,0.12123,-0.0023561944875,0.1544
2.184704,0.23,-0.096,0.12195,-0.00314159265,0.1548
2.190464,0.529,0.283,0.122652,-0.00314159265,0.1552
2.196288,0.294,0.579,0.12321,-0.00314159265,0.1556
2.202112,0.017,0.347,0.123858,-0.00314159265,0.156
2.207808,-0.236,0.072,0.124488,-0.004712388975,0.1564
2.213632,0.041,-0.223,0.125064,-0.004712388975,0.1568
2.219456,0.359,0.051,0.125568,-0.004712388975,0.1572
2.225152,0.636,0.431,0.125946,-0.004712388975,0.1576
2.230976,0.38,0.706,0.126396,-0.004712388975,0.158
2.2368,0.099,0.431,0.126918,-0.0039269908125,0.1584
2.242496,-0.164,0.114,0.127404,-0.004712388975,0.1588
2.248384,0.432,-0.18,0.127926,-0.004712388975,0.1592
2.254336,0.759,0.41,0.128304,-0.0039269908125,0.1596
2.26016,0.183,0.791,0.128754,-0.004712388975,0.16
2.26592,-0.108,0.136,0.129276,-0.0039269908125,0.1604
2.271872,-0.344,-0.117,0.129816,-0.0054977871375,0.1608
2.277824,-0.026,-0.307,0.130302,-0.004712388975,0.1612
2.283712,0.297,-0.011,0.130536,-0.0054977871375,0.1616
2.289536,0.614,0.305,0.130806,-0.00314159265,0.162
2.295296,0.379,0.664,0.130986,-0.00314159265,0.1624
2.30112,0.095,0.41,0.131328,-0.00314159265,0.1628
2.30688,-0.157,0.114,0.131652,-0.00314159265,0.1632
2.312768,0.121,-0.159,0.131958,-0.00314159265,0.1636
2.318656,0.44,0.157,0.132192,-0.0023561944875,0.164
2.324416,1.025,0.516,0.132354,-0.001570796325,0.1644
2.33024,0.768,1.086,0.132642,-0.0007853981625,0.1648
2.336064,0.423,0.812,0.13311,-0.0007853981625,0.1652
2.34176,0.107,0.389,0.133686,-0.0023561944875,0.1656
2.347584,0.353,0.093,0.134388,-0.001570796325,0.166
2.353216,0.609,0.41,0.135036,-0.0023561944875,0.1664
2.35904,0.026,0.622,0.135774,-0.0039269908125,0.1668
2.364736,0.541,0.03,0.136476,-0.00314159265,0.1672
2.370432,0.331,0.558,0.137178,-0.004712388975,0.1676
2.376256,-0.276,0.368,0.137988,-0.0062831853,0.168
2.382144,-0.036,-0.265,0.138672,-0.0062831853,0.1684
2.388032,0.6,0.009,0.139392,-0.0070685834625,0.1688
2.393664,0.095,0.643,0.139914,-0.007853981625,0.1692
2.399424,-0.195,0.093,0.140508,-0.0086393797875,0.1696
2.405248,0.413,-0.223,0.141012,-0.0070685834625,0.17
2.411136,-0.09,0.452,0.141498,-0.0086393797875,0.1704
2.416896,0.128,-0.096,0.141948,-0.0086393797875,0.1708
2.42272,0.764,0.136,0.142236,-0.0070685834625,0.1712
2.428544,0.539,0.812,0.142632,-0.007853981625,0.1716
2.434368,0.232,0.579,0.143046,-0.007853981625,0.172
2.440192,-0.371,0.241,0.143568,-0.0086393797875,0.1724
2.44608,-0.113,-0.307,0.14409,-0.0086393797875,0.1728
2.452032,0.213,-0.096,0.144432,-0.00942477795,0.1732
2.457856,0.847,0.22,0.144684,-0.007853981625,0.1736
